Sentence;Schema;Schema Slot;Slot Value;Pattern;Lexical Trigger;Target LM;Target CM;Source LM;Source CM;Sentence ID;Sentence DE;QUALY;Source LM DE
As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.;12 High and Low;Level;LOW;NA;abyss;poverty;Poverty;abyss;Abyss;158443;So wie Jesus und Elia den Witwen ihre Söhne schenkten, müssen wir uns heute als Gesellschaft fragen, wem in der Gesellschaft ein Sicherheitsnetz gegeben werden sollte, damit sie nicht in den Abgrund der Armut fallen.;high;Abgrund
"Indeed, the President of Indonesia remarked at that time: ""The primary task of development is to uplift the common people from the abyss of poverty and the principal solution for raising the weak from poverty and destitution is through cooperatives.""";12 High and Low;Level;LOW;NA;abyss;poverty;Poverty;abyss;Abyss;171290;"In der Tat bemerkte der Präsident von Indonesien damals: ""Die Hauptaufgabe der Entwicklung besteht darin, das einfache Volk aus dem Abgrund der Armut zu heben, und die Hauptlösung, um die Schwachen aus Armut und Elend zu befreien, sind Genossenschaften.""";high;Abgrund
"Poverty and food security are heterogeneous phenomena in most countries; types and <<depth>> of [[poverty]], measured in different ways, vary between and within countries and regions.";12 High and Low;Level;LOW;NA;depth;poverty;Poverty;depth;Abyss;133455;"Armut und Ernährungssicherheit sind in den meisten Ländern heterogene Phänomene; Arten und <<Tiefe>> von [[Armut]], die auf unterschiedliche Weise gemessen werden, variieren zwischen und innerhalb von Ländern und Regionen.";medium;Tiefe
Obviously slavery is wrong, which is why we need to seriously reconsider our current depth of taxation.;12 High and Low;Level;LOW;NA;depth;taxation;Taxation;depth;Abyss;2377499;Offensichtlich ist Sklaverei falsch, weshalb wir unsere derzeitige Besteuerungshöhe ernsthaft überdenken müssen.;high;Besteuerungshöhe
This rate is an individual's tax floor.;12 High and Low;Level;LOW;NA;floor;tax;Taxation;floor;Building;1973748;Dieser Satz ist die Steueruntergrenze einer Einzelperson.;high;Steueruntergrenze
"There's a mountain of ""the bottom line of money,"" a mountain of competition, a mountain of capitalism and another of socialism, there's a mountain of democracy and another of dictatorship, a mountain for every world religion: Islam, Buddhism, Christianity, Judaism, and more; and mountains for every racial and cultural group: African, Japanese, Brazilian.";12 High and Low;Level;HIGH;NA;mountain;democracy;Democracy;mountain;Hazardous Geographic Feature;1966750;"Es gibt einen Berg „unter dem Strich des Geldes“, einen Berg der Konkurrenz, einen Berg des Kapitalismus und einen anderen des Sozialismus, es gibt einen Berg der Demokratie und einen anderen der Diktatur, einen Berg für jede Weltreligion: Islam, Buddhismus, Christentum, Judentum , und mehr; und Berge für jede ethnische und kulturelle Gruppe: Afrikaner, Japaner, Brasilianer.";high;Berg
That is a mountain of guns, and it's growing.;12 High and Low;Level;HIGH;NA;mountain;guns;Guns;mountain;Hazardous Geographic Feature;3123993;Das ist ein Berg von Waffen, und er wächst.;high;Berg
The E100 is not quite the shiny, strokable wonder that was the Clix, but it does have a pared-back, elegant design that gives Apple a run for its (mountain of) money.;12 High and Low;Level;HIGH;NA;mountain;money;Wealth;mountain;Hazardous Geographic Feature;2633007;Das E100 ist nicht ganz das glänzende, streichelbare Wunder, das das Clix war, aber es hat ein zurückhaltendes, elegantes Design, das Apple für sein (Berg) Geld macht.;low;Berg
Create gobs and mountains of money immediately when you know exactly how!;12 High and Low;Level;HIGH;NA;mountains;money;Wealth;mountains;Hazardous Geographic Feature;122239;Erstellen Sie sofort Klumpen und Berge von Geld, wenn Sie genau wissen, wie!;medium;Berge
Mountains of Money;12 High and Low;Level;HIGH;NA;mountains;Money;Wealth;Mountains;Hazardous Geographic Feature;2646299;Berge von Geld;high;Berge
"It envisions a Supreme Court standing (or rather enthroned) at the apex of government, empowered to decide all constitutional questions, always and everywhere `primary' in its role.""";12 High and Low;Level;HIGH;NA;apex;government;Government;apex;High Location;153104;Es sieht einen Obersten Gerichtshof vor, der an der Spitze der Regierung steht (oder besser gesagt thront), befugt ist, alle verfassungsrechtlichen Fragen zu entscheiden, immer und überall „primär“ in seiner Rolle.“;low;Spitze
Hastily-passed omnibus appropriations bills are perhaps the apex of expeditious lawmaking.;12 High and Low;Level;HIGH;NA;apex;lawmaking;Government;apex;High Location;1970994;Eilig verabschiedete Sammelbewilligungsgesetze sind vielleicht der Höhepunkt einer zügigen Gesetzgebung.;high;Höhepunkt
When approaching the legislature for funding, we are more likely to receive aid if we are at the peak of taxation.;12 High and Low;Level;HIGH;NA;peak;taxation;Taxation;peak;High Location;158544;Wenn wir uns an den Gesetzgeber wenden, um eine Finanzierung zu erhalten, erhalten wir mit größerer Wahrscheinlichkeit Beihilfen, wenn wir uns auf dem Höhepunkt der Besteuerung befinden.;high;Höhepunkt
Why do people think Texas is the pinnacle of gun rights?;12 High and Low;Level;HIGH;NA;pinnacle;gun rights;Gun Rights;pinnacle;High Location;2377551;Warum denken die Leute, dass Texas der Gipfel der Waffenrechte ist?;high;Gipfel
"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.";12 High and Low;Level;HIGH;NA;zenith;democracy;Democracy;zenith;High Location;156107;Die Frage der Wahl des „kleineren von zwei Übeln“ wurde ebenso thematisiert wie der Mythos der Wahlen als Höhepunkt der Demokratie.;medium;Höhepunkt
Many Americans are falling deeper into depths of poverty The economy may be expanding, but the percentage of Americans earning less than half the U.S. Census threshold for poverty is at a 32-year high, and even those just above the threshold are in danger of slipping.;12 High and Low;Level;LOW;NA;depths;poverty;Poverty;depths;Low Location;159544;Viele Amerikaner stürzen tiefer in die Armut Die Wirtschaft expandiert zwar, aber der Prozentsatz der Amerikaner, die weniger als die Hälfte der Armutsschwelle der US-Volkszählung verdienen, ist auf einem 32-Jahres-Hoch, und selbst diejenigen, die knapp über der Schwelle liegen, laufen Gefahr abzurutschen .;medium;0
Compare that to the U.S. where both jobs and disposable income are declining.;12 High and Low;Movement;DOWNWARD;NA;declining;disposable income;Wealth;declining;Downward Movement;2659115;Vergleichen Sie das mit den USA, wo sowohl Arbeitsplätze als auch verfügbares Einkommen zurückgehen.;high;zurückgehen
My take on the fall of gun control this week.;12 High and Low;Movement;DOWNWARD;NA;fall;gun control;Control of Guns;fall;Downward Movement;2377139;Meine Einstellung zum Fall der Waffenkontrolle in dieser Woche.;high;Fall
"Among the more startling facts presented in the report: while median income for America’s middle class fell five percent from $72,956 to $69,487 in the years 2000-2011, median wealth plummeted by 28 percent, ""erasing two decades of gains.""";12 High and Low;Movement;DOWNWARD;NA;plummeted;wealth;Wealth;plummeted;Downward Movement;158696;Zu den überraschenderen Fakten, die in dem Bericht präsentiert werden, gehören: Während das mittlere Einkommen der amerikanischen Mittelschicht in den Jahren 2000-2011 um fünf Prozent von 72.956 $ auf 69.487 $ fiel, brach das mittlere Vermögen um 28 Prozent ein, „wodurch zwei Jahrzehnte der Gewinne ausgelöscht wurden“.;high;brach
This is purposeful and dangerous reportage, misleading at best and designed to make the unthinking demand gun control escalation.;12 High and Low;Movement;UPWARD;NA;escalation;gun control;Control of Guns;escalation;Upward Movement;2378728;Dies ist eine zielgerichtete und gefährliche Reportage, die bestenfalls irreführend ist und darauf abzielt, die gedankenlose Forderung nach Waffenkontrolle eskalieren zu lassen.;high;eskalieren
A December 1993 Time/CNN poll concludes over all that the American people favor an increase of gun control.;12 High and Low;Movement;UPWARD;NA;increase;gun control;Control of Guns;increase;Upward Movement;2378723;Eine Time/CNN-Umfrage vom Dezember 1993 kommt insgesamt zu dem Schluss, dass das amerikanische Volk eine Verschärfung der Waffenkontrolle befürwortet.;high;Verschärfung
When horrible killings take place, gun control rockets up on the public agenda, Spitzer said.;12 High and Low;Movement;UPWARD;NA;rockets up;gun control;Control of Guns;rockets;Upward Movement;2621517;Wenn schreckliche Morde stattfinden, schießt Waffenkontrolle auf die öffentliche Tagesordnung, sagte Spitzer.;high;schießt
The story went on to be a classic tale of a customer having a problem, contacting a giant organization, and feeling like their call for help echoed into the unknown abyss of bureaucracy.;12 High and Low;Scale;bureaucracy;;abyss;bureaucracy;Bureaucracy;abyss;Abyss;152575;Die Geschichte entwickelte sich weiter zu einer klassischen Geschichte eines Kunden, der ein Problem hat, eine riesige Organisation kontaktiert und das Gefühl hat, dass sein Hilferuf in den unbekannten Abgründen der Bürokratie widerhallt.;medium;Abgründen
With the passage of the 17th Amendment, America moved closer to the abyss of democracy and away from the protections which were designed into our system by our Founding Fathers.;12 High and Low;Scale;Democracy;;abyss;democracy;Democracy;abyss;Abyss;156145;Mit der Verabschiedung des 17. Verfassungszusatzes bewegte sich Amerika näher an den Abgrund der Demokratie und weg von den Schutzmaßnahmen, die von unseren Gründervätern in unser System eingebaut wurden.;high;Abgrund
TC thinks EP voters can be duped into believing that she is shining her holy light into the abyss of government in this 'burg because she is their knight in shining armor.;12 High and Low;Scale;government;;abyss;government;Government;abyss;Abyss;153354;TC glaubt, dass EP-Wähler dazu verleitet werden können zu glauben, dass sie ihr heiliges Licht in den Abgrund der Regierung in dieser Burg strahlt, weil sie ihr Ritter in glänzender Rüstung ist.;medium;Abgrund
Future Health Care In America: The Abyss Of Gun Rights BY Herschel Smith;12 High and Low;Scale;Gun Rights;;Abyss;Gun Rights;Gun Rights;Abyss;Abyss;2376896;Zukünftige Gesundheitsfürsorge in Amerika: Der Abgrund der Waffenrechte VON Herschel Smith;high;Abgrund
He lowers his hand but lifts his chin in self-righteous indignation, clearly trying to make me feel like an inferior low-life who is being dragged into the abyss of guns, drugs, and alcohol.;12 High and Low;Scale;guns;;abyss;guns;Guns;abyss;Abyss;3123872;Er senkt seine Hand, hebt aber sein Kinn in selbstgerechter Empörung und versucht eindeutig, mir das Gefühl zu geben, ein minderwertiges Gesindel zu sein, das in den Abgrund von Waffen, Drogen und Alkohol gezogen wird.;high;Abgrund
As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.;12 High and Low;Scale;poverty;;abyss;poverty;Poverty;abyss;Abyss;158443;So wie Jesus und Elia den Witwen ihre Söhne schenkten, müssen wir uns heute als Gesellschaft fragen, wem in der Gesellschaft ein Sicherheitsnetz gegeben werden sollte, damit sie nicht in den Abgrund der Armut fallen.;high;Abgrund
In the process they burn their fingers and even fall deeper down the abyss of poverty.;12 High and Low;Scale;poverty;;abyss;poverty;Poverty;abyss;Abyss;158567;Dabei verbrennen sie sich die Finger und stürzen noch tiefer in den Abgrund der Armut.;high;Abgrund
"Poverty and food security are heterogeneous phenomena in most countries; types and depth of poverty, measured in different ways, vary between and within countries and regions.";12 High and Low;Scale;poverty;;depth;poverty;Poverty;depth;Abyss;133455;"Armut und Ernährungssicherheit sind in den meisten Ländern heterogene Phänomene; Arten und Ausmaß der Armut, die auf unterschiedliche Weise gemessen werden, variieren zwischen und innerhalb von Ländern und Regionen.";high;Ausmaß
Defining a poverty line is necessary if we are going to analyze not only the incidence of poverty, but also the depth of poverty (how poor are the poor?) and the duration of poverty (how long are the poor, poor?);12 High and Low;Scale;poverty;;depth;poverty;Poverty;depth;Abyss;533418;Die Definition einer Armutsgrenze ist notwendig, wenn wir nicht nur das Auftreten von Armut, sondern auch das Ausmaß der Armut (wie arm sind die Armen?) und die Dauer der Armut (wie lange sind die Armen, arm?);medium;Ausmaß
Obviously slavery is wrong, which is why we need to seriously reconsider our current depth of taxation.;12 High and Low;Scale;taxation;;depth;taxation;Taxation;depth;Abyss;2377499;Offensichtlich ist Sklaverei falsch, weshalb wir unsere derzeitige Besteuerungshöhe ernsthaft überdenken müssen.;high;Besteuerungshöhe
This rate is an individual's tax floor.;12 High and Low;Scale;tax;;floor;tax;Taxation;floor;Building;1973748;Dieser Satz ist die Steueruntergrenze einer Einzelperson.;high;Steueruntergrenze
They come here illegally because it's easier to swim the Rio Grande than it is to climb the mountain of bureaucracy.;12 High and Low;Scale;bureaucracy;;mountain;bureaucracy;Bureaucracy;mountain;Hazardous Geographic Feature;2007454;Sie kommen illegal hierher, weil es einfacher ist, den Rio Grande zu durchschwimmen, als den Berg der Bürokratie zu erklimmen.;high;Berg
"There's a mountain of ""the bottom line of money,"" a mountain of competition, a mountain of capitalism and another of socialism, there's a mountain of democracy and another of dictatorship, a mountain for every world religion: Islam, Buddhism, Christianity, Judaism, and more; and mountains for every racial and cultural group: African, Japanese, Brazilian.";12 High and Low;Scale;democracy;;mountain;democracy;Democracy;mountain;Hazardous Geographic Feature;1966750;"Es gibt einen Berg „unter dem Strich des Geldes“, einen Berg der Konkurrenz, einen Berg des Kapitalismus und einen anderen des Sozialismus, es gibt einen Berg der Demokratie und einen anderen der Diktatur, einen Berg für jede Weltreligion: Islam, Buddhismus, Christentum, Judentum , und mehr; und Berge für jede ethnische und kulturelle Gruppe: Afrikaner, Japaner, Brasilianer.";high;Berg
Politico's Ben Smith has looked over the mountain of the 2012 election to see what's down the path, and he sees same sex marriage as a potentially huge issue in the race for the Democratic nomination.;12 High and Low;Scale;election;;mountain;election;Elections;mountain;Hazardous Geographic Feature;761946;Ben Smith von Politico hat über den Berg der Wahlen 2012 geblickt, um zu sehen, was auf dem Weg kommt, und er sieht die gleichgeschlechtliche Ehe als ein potenziell großes Problem im Rennen um die Nominierung der Demokraten.;high;Berg
Oh, yea, and don't forgetâ€_ a mountain of ammo to go with them.;12 High and Low;Scale;ammo;;mountain;ammo;Guns;mountain;Hazardous Geographic Feature;3726146;Oh, ja, und vergiss nicht, einen Berg Munition mitzunehmen.;medium;Berg
That is a mountain of guns, and it's growing.;12 High and Low;Scale;guns;;mountain;guns;Guns;mountain;Hazardous Geographic Feature;3123993;Das ist ein Berg von Waffen, und er wächst.;high;Berg
This would remove a mountain of taxation from the shoulders of labor.;12 High and Low;Scale;taxation;;mountain;taxation;Taxation;mountain;Hazardous Geographic Feature;2937297;Dies würde einen Berg von Steuern von den Schultern der Arbeiter nehmen.;high;Berg
The E100 is not quite the shiny, strokable wonder that was the Clix, but it does have a pared-back, elegant design that gives Apple a run for its (mountain of) money.;12 High and Low;Scale;money;;mountain;money;Wealth;mountain;Hazardous Geographic Feature;2633007;Das E100 ist nicht ganz das glänzende, streichelbare Wunder, das das Clix war, aber es hat ein zurückhaltendes, elegantes Design, das Apple für sein (Berg) Geld macht.;low;Berg
$225,000 would certainly be a mountain of money to us!;12 High and Low;Scale;money;;mountain;money;Wealth;mountain;Hazardous Geographic Feature;2858558;225.000 Dollar wären für uns sicher ein Berg an Geld!;medium;Berg
NO!!  Much as I like the idea of making a mountain of money writing a ballooning site, I will never make this into a commercial venture.;12 High and Low;Scale;money;;mountain;money;Wealth;mountain;Hazardous Geographic Feature;3111220;NEIN!! So sehr ich die Idee mag, einen Berg Geld zu verdienen, indem ich eine Ballonfahrt-Website schreibe, ich werde dies niemals zu einem kommerziellen Unternehmen machen.;medium;Berg
Liberal_in_LA (31,971 posts) Romney's mountain of wealth could cast loud echo, he's a .006 percenter Romney's mountain of wealth could cast loud echo;12 High and Low;Scale;wealth;;mountain;wealth;Wealth;mountain;Hazardous Geographic Feature;762870;Liberal_in_LA (31.971 Beiträge) Romneys Reichtumsberg könnte ein lautes Echo hervorrufen, er ist ein 0,006-Prozenter Romneys Reichtumsberg könnte ein lautes Echo hervorrufen;medium;Reichtumsberg
Well constrast this to our current government run system where crimnal proceedings take many years and mountains of money.;12 High and Low;Scale;money;;mountains;money;Wealth;mountains;Hazardous Geographic Feature;53244;Vergleichen Sie dies mit unserem derzeitigen von der Regierung betriebenen System, in dem Strafverfahren viele Jahre dauern und Berge von Geld kosten.;high;Berge
Listen puppies, Your Mama don't begrudge Mister Perry his screaming success and we allow that people with fat bank accounts are free to live any which way their mountains of money will buy.;12 High and Low;Scale;money;;mountains;money;Wealth;mountains;Hazardous Geographic Feature;126239;Hören Sie zu, Welpen, Ihre Mama gönnen Sie Mister Perry seinen schreienden Erfolg nicht und wir erlauben, dass Menschen mit fetten Bankkonten frei leben können, wie ihre Geldberge es kaufen.;low;Geldberge
Nobody ever gets elected to any political office whatsoever unless he or she is hand-picked by a bunch of Jews and subscribes wholeheartedly to a complex agenda that preserves and protects the State of Israel at all costs, keeps Jews in complete control of all media and entertainment, turns the suffering of six billion slaves into mountains of money for Nazi conglomerates and keeps ordinary consumers brainwashed out of their poor, stupid minds.;12 High and Low;Scale;money;;mountains;money;Wealth;mountains;Hazardous Geographic Feature;134643;Niemand wird jemals in irgendein politisches Amt gewählt, es sei denn, er oder sie wird von einem Haufen Juden handverlesen und unterstützt von ganzem Herzen eine komplexe Agenda, die den Staat Israel um jeden Preis bewahrt und schützt, Juden die vollständige Kontrolle über alle Medien behält und Unterhaltung, verwandelt das Leid von sechs Milliarden Sklaven in Geldberge für Nazi-Konglomerate und hält gewöhnliche Verbraucher aus ihren armen, dummen Köpfen einer Gehirnwäsche heraus.;low;Geldberge
Mountains of Money;12 High and Low;Scale;money;;mountains;Money;Wealth;Mountains;Hazardous Geographic Feature;2646299;Berge von Geld;high;Berge
The Turk and Mongol invaders found and easily robbed the mountains of wealth heaped in Hindu temples and it is little wonder that they had so little difficulty in conquering a spiritual country that had lost its material strength.;12 High and Low;Scale;wealth;;mountains;wealth;Wealth;mountains;Hazardous Geographic Feature;3041549;Die türkischen und mongolischen Eindringlinge fanden und raubten leicht die Berge von Reichtümern, die in hinduistischen Tempeln aufgehäuft waren, und es ist kein Wunder, dass sie so wenig Schwierigkeiten hatten, ein spirituelles Land zu erobern, das seine materielle Stärke verloren hatte.;high;Berge
"It envisions a Supreme Court standing (or rather enthroned) at the apex of government, empowered to decide all constitutional questions, always and everywhere `primary' in its role.""";12 High and Low;Scale;government;;apex;government;Government;apex;High Location;153104;Es sieht einen Obersten Gerichtshof vor, der an der Spitze der Regierung steht (oder besser gesagt thront), befugt ist, alle verfassungsrechtlichen Fragen zu entscheiden, immer und überall „primär“ in seiner Rolle.“;low;Spitze
Garland, TX: Do you think that Liberal Democracy is the apex of the world's governments?;12 High and Low;Scale;governments;;apex;governments;Government;apex;High Location;156188;Garland, TX: Glauben Sie, dass die liberale Demokratie die Spitze der Regierungen der Welt ist?;high;Spitze
Hastily-passed omnibus appropriations bills are perhaps the apex of expeditious lawmaking.;12 High and Low;Scale;lawmaking;;apex;lawmaking;Government;apex;High Location;1970994;Eilig verabschiedete Sammelbewilligungsgesetze sind vielleicht der Höhepunkt einer zügigen Gesetzgebung.;high;Höhepunkt
When approaching the legislature for funding, we are more likely to receive aid if we are at the peak of taxation.;12 High and Low;Scale;taxation;peak of [location];peak;taxation;Taxation;peak;High Location;158544;Wenn wir uns an den Gesetzgeber wenden, um eine Finanzierung zu erhalten, erhalten wir mit größerer Wahrscheinlichkeit Beihilfen, wenn wir uns auf dem Höhepunkt der Besteuerung befinden.;high;Höhepunkt
Why do people think Texas is the pinnacle of gun rights?;12 High and Low;Scale;gun rights;pinnacle of [location];pinnacle;gun rights;Gun Rights;pinnacle;High Location;2377551;Warum denken die Leute, dass Texas der Gipfel der Waffenrechte ist?;high;Gipfel
"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.";12 High and Low;Scale;democracy;;zenith;democracy;Democracy;zenith;High Location/Light;156107;Die Frage der Wahl des „kleineren von zwei Übeln“ wurde ebenso thematisiert wie der Mythos der Wahlen als Höhepunkt der Demokratie.;medium;Höhepunkt
Many Americans are falling deeper into depths of poverty The economy may be expanding, but the percentage of Americans earning less than half the U.S. Census threshold for poverty is at a 32-year high, and even those just above the threshold are in danger of slipping.;12 High and Low;Scale;poverty;depths of [location];depths;poverty;Poverty;depths;Low Location;159544;Viele Amerikaner stürzen tiefer in die Armut Die Wirtschaft expandiert zwar, aber der Prozentsatz der Amerikaner, die weniger als die Hälfte der Armutsschwelle der US-Volkszählung verdienen, ist auf einem 32-Jahres-Hoch, und selbst diejenigen, die knapp über der Schwelle liegen, laufen Gefahr abzurutschen .;medium;0
To now attach the law to the running of the government and use it as a bargaining chip would set a dangerous precedent that takes us out of the realm of democracy and into the realm of anarchy.;12 High and Low;Scale;democracy;;realm;democracy;Democracy;realm;Physical Location;156060;Jetzt das Gesetz an die Führung der Regierung zu binden und es als Druckmittel zu benutzen, würde einen gefährlichen Präzedenzfall schaffen, der uns aus dem Bereich der Demokratie in den Bereich der Anarchie führt.;high;Bereich
Photographed with a special rotating camera that registers a 360-degree view in one continuous take - the five-second-long-revolution to which the title of these works refers - they depict interior views of private lofts, once bohemian quarters of artists, now spacious and stylish realms of urban affluence and decorative ambition.;12 High and Low;Scale;affluence;;realms;affluence;Wealth;realms;Physical Location;2669410;Fotografiert mit einer speziellen rotierenden Kamera, die in einer durchgehenden Aufnahme eine 360-Grad-Ansicht registriert – die fünf Sekunden lange Umdrehung, auf die der Titel dieser Arbeiten verweist – zeigen sie heute Innenansichten privater Lofts, einst Künstlerviertel der Bohème geräumige und stilvolle Reiche urbanen Wohlstands und dekorativen Ehrgeizes.;medium;Reiche
When horrible killings take place, gun control rockets up on the public agenda, Spitzer said.;12 High and Low;Scale;public agenda;rockets up on the [scale];rockets up on the;gun control;Control of Guns;rockets;Upward Movement;2621517;Wenn schreckliche Morde stattfinden, schießt Waffenkontrolle auf die öffentliche Tagesordnung, sagte Spitzer.;high;schießt
Democracy is an ocean, and your vote is a teaspoon in that body of water.;13 Nature: Body of Water;Body of Water;democracy;[body of water] is an ocean;is an ocean;Democracy;Democracy;ocean;Body of Water;163510;Demokratie ist ein Ozean, und Ihre Stimme ist ein Teelöffel in diesem Gewässer.;high;Ozean
"When the United States arrives at the ""new level"" of democratic nationhood, the stream drains into a vast democratic ocean in which individual atoms may be vibrating, but no movement, let alone direction, is discernable.";13 Nature: Body of Water;Body of Water;democratic;[body of water] ocean;ocean;democratic;Democracy;ocean;Body of Water;1973506;Wenn die Vereinigten Staaten auf der „neuen Ebene“ der demokratischen Nationalität ankommen, fließt der Strom in einen riesigen demokratischen Ozean, in dem einzelne Atome zwar vibrieren, aber keine Bewegung, geschweige denn eine Richtung erkennbar ist.;high;Ozean
A long standing big fish in the anti-gun pond -- and almost always a very outspoken one.;13 Nature: Body of Water;Body of Water;anti-gun;[body of water] pond;pond;anti-gun;Control of Guns;pond;Body of Water;2376962;Ein langjähriger großer Fisch im Anti-Gun-Teich – und fast immer ein sehr unverblümter.;high;Anti-Gun-Teich
That is, until some racist nimrod spits into the great pool of democracy and spoils our good time.;13 Nature: Body of Water;Body of Water;democracy;pool of [body of water];pool;democracy;Democracy;pool;Body of Water;155963;Das heißt, bis irgendein rassistischer Nimrod in den großen Pool der Demokratie spuckt und uns unsere gute Zeit verdirbt.;high;Pool
Assuming the $967 billion and $80 billion are two separate pools of wealth, then the proposed fiscal 2014 budget for Health and Human Services is more than $1 trillion.;13 Nature: Body of Water;Body of Water;wealth;pools of [body of water];pools;wealth;Wealth;pool;Body of Water;2009730;Unter der Annahme, dass die 967 Milliarden und 80 Milliarden Dollar zwei getrennte Vermögenspools sind, dann beträgt das vorgeschlagene Budget für das Geschäftsjahr 2014 für Gesundheit und menschliche Dienste mehr als 1 Billion Dollar.;medium;Vermögenspools
They are the ditch carp in the great river of democracy.;13 Nature: Body of Water;Body of Water;democracy;river of [body of water];river of;democracy;Democracy;river;Body of Water;155386;Sie sind der Grabenkarpfen im großen Fluss der Demokratie.;high;Fluss
So as he flounders in the sea of gun control, and watches over a security apparatus that ought to have prevented the Bostom Bombings, he might look upon Syria as a chance to change hats to Horatio Hornblower.;13 Nature: Body of Water;Body of Water;gun control;sea of [body of water];sea of;gun control;Control of Guns;sea;Body of Water;2376961;Während er also im Meer der Waffenkontrolle zappelt und über einen Sicherheitsapparat wacht, der die Bombenanschläge von Bostom hätte verhindern sollen, könnte er Syrien als eine Chance betrachten, den Hut vor Horatio Hornblower zu tauschen.;high;Meer
And together, one vote at a time, a mighty river, a swelling ocean we call democracy floods across this nation as 120 million votes are cast for President.;13 Nature: Body of Water;Body of Water;democracy;[body of water] floods;floods;democracy;Democracy;floods;Body of Water/Natural Physical Force;760926;Und zusammen, eine Stimme nach der anderen, ein mächtiger Fluss, ein anschwellender Ozean, nennen wir Demokratiefluten in dieser Nation, da 120 Millionen Stimmen für den Präsidenten abgegeben werden.;low;Demokratiefluten
Let's get some momentum behind the pro-gun control tide of public sentiment.;13 Nature: Body of Water;Flowing;pro-gun control;[flowing] tide;tide;gun control;Control of Guns;tide;Body of Water;2620273;Lassen Sie uns etwas Schwung hinter die pro-Waffenkontrollwelle der öffentlichen Stimmung bringen.;high;pro-Waffenkontrollwelle
"In a polity where the power is purported to reside in ""the people,"" and in a society organized by a ""performative order of speech,"" he who could captivate the attention of an audience and persuade them through ""artful delivery"" of the truthfulness of his view would be in a position to sway the tide of government.";13 Nature: Body of Water;Flowing;government;tide of [flowing];tide of;government;Government;tide;Body of Water;153493;"In einem Gemeinwesen, in dem die Macht angeblich im ""Volk"" liegt, und in einer Gesellschaft, die von einer ""performativen Redeordnung"" organisiert ist, derjenige, der die Aufmerksamkeit eines Publikums fesseln und es durch ""kunstvolle Übermittlung"" der Wahrhaftigkeit überzeugen konnte seiner Ansicht in der Lage wäre, die Regierungswelle zu beeinflussen.";low;Regierungswelle
"It's a huge stretch to view these uprisings as a seamless wave of democracy; but it would go too far in the other direction to see them as strictly discrete events, each unrelated to the other.";13 Nature: Body of Water;Flowing;democracy;wave of [flowing];wave of;democracy;Democracy;wave;Body of Water;155237;"Es ist weit hergeholt, diese Aufstände als nahtlose Welle der Demokratie zu betrachten; aber es würde zu weit in die andere Richtung gehen, sie als streng getrennte Ereignisse zu sehen, die voneinander unabhängig sind.";high;Welle
The blood, sweat and tears of citizens of conscience working to make government better are the rain and fertilizer of democracy.;13 Nature: Body of Water;Rain;democracy;rain and * of [rain];rain;democracy;Democracy;fertilizer;Crop;155474;Das Blut, der Schweiß und die Tränen von Bürgern mit Gewissen, die daran arbeiten, die Regierung zu verbessern, sind der Regen und der Dünger der Demokratie.;high;Dünger
Sweep out the old, then when the fresh rain of democracy came, a whole new country would spring up, like mushrooms.;13 Nature: Body of Water;Rain;democracy;rain of [rain];rain of;democracy;Democracy;rain;Natural Physical Force;155285;Das Alte wegfegen, dann würde, wenn der frische Regen der Demokratie kam, ein ganz neues Land wie Pilze aus dem Boden schießen.;medium;Regen
Their brand of oppression and obstructive politics through intimidation and exclusiveness must be extinguished by a rain of Democracy.;13 Nature: Body of Water;Rain;democracy;rain of [rain];rain of;democracy;Democracy;rain;Natural Physical Force;156019;Ihre Art der Unterdrückung und obstruktiven Politik durch Einschüchterung und Ausschließlichkeit muss durch einen Regen der Demokratie ausgelöscht werden.;high;Regen
Democracy is an ocean, and your vote is a teaspoon in that body of water.;13 Nature: Body of Water;Size;LARGE;NA;ocean;Democracy;Democracy;ocean;Body of Water;163510;Demokratie ist ein Ozean, und Ihre Stimme ist ein Teelöffel in diesem Gewässer.;high;Ozean
"When the United States arrives at the ""new level"" of democratic nationhood, the stream drains into a vast democratic ocean in which individual atoms may be vibrating, but no movement, let alone direction, is discernable.";13 Nature: Body of Water;Size;LARGE;NA;ocean;democratic;Democracy;ocean;Body of Water;1973506;Wenn die Vereinigten Staaten auf der „neuen Ebene“ der demokratischen Nationalität ankommen, fließt der Strom in einen riesigen demokratischen Ozean, in dem einzelne Atome zwar vibrieren, aber keine Bewegung, geschweige denn eine Richtung erkennbar ist.;high;Ozean
A long standing big fish in the anti-gun pond -- and almost always a very outspoken one.;13 Nature: Body of Water;Size;SMALL;[body of water] pond;pond;anti-gun;Control of Guns;pond;Body of Water;2376962;Ein langjähriger großer Fisch im Anti-Gun-Teich – und fast immer ein sehr unverblümter.;high;Anti-Gun-Teich
